error,failedPages,itemIndex,itemValue,page,pageStatus,pageUrl,successfulPages,timestamp,totalPages,type
,,,,,,,4,2025-06-29T13:28:11.007Z,4,summary
,,1,/power-king-best-4-way-power-extension-with-long-cable-white-25619854.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,2,/power-king-best-4-way-power-extension-with-long-cable-power-extenson-white-300768959.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,3,/ailyons-lst4306w-43-inch-smart-android-full-hd-tv-frameless-black-1yr-wrty-264454061.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,4,/globalstar-32uk64-32inch-smart-android-tv-netflix-youtube-black-306989505.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,5,/3200s32-inch-smart-android-tvnetflixyoutube-appstorefree-extensionbracket-vitron-mpg1662667.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,6,/heavy-duty-for-ironing-water-heating-and-electonics-4-way-extension-cable-white-generic-mpg116745.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,7,/generic-tv-box-mxq-pro-4k-android-12-wifi-18-150398881.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,8,/home-design-rotating-14-55-full-motion-swivel-tv-bracket-33213285.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,9,/tv-guard-or-fridge-guard-13amps-generic-mpg7614129.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,10,/generic-istanbul-modern-tv-stand-with-led-lights-111914052.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,11,/ailyons-let3208w-32-fhd-frameless-digital-led-tv-inbuilt-decoder-dvb-t2s2-usb-hdmi-vga-black-1yr-wrty-179403644.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,12,/nobel-5.1-ch-top-bass-home-theatre-systemusbradio-22000w-213433520.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,13,/vitron-htc3200s32inch-bluetooth-enabled-frameless-smart-android-tv-netflix-youtube-inbuilt-decoder-app-store-1-year-warranty-152740260.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,14,/wk-02-ch-multimedia-speaker-10000watts-1yr-wrty-216067763.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,15,/generic-istanbul-2-modern-tv-stand-with-led-lights-205387411.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,16,/amtec-am-309-3.1ch-x-bass-multimedia-home-theater-system-12000w-pmpo-315518764.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,17,/amtec-am-03-2.1ch-hi-fi-multimedia-speaker-system-1yr-wrty-279521976.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,18,/generic-p9-air-max-bluetooth-headphones-earpods-with-microphone-earpods-gaming-headset-stereo-hifi-earphones.-287050619.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,19,/ailyons-elp3603k-3.1ch-subwoofer-home-theatre-multi-media-bluetooth-speaker-system-1yr-wrty-215535403.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,20,/amtec-am-808-sub-woofer-sound-system-btusbfm-black.-1yr-wrty-161716992.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,21,/generic-mexico-modern-wooden-tv-stand-for-up-to-55-tv-148107274.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,22,/vitron-v642-3.1ch-bluetooth-speaker-system-12v-139151166.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,23,/amtec-am-017-2.1-speaker-system-3000watts-pmpo-black-1yr-wrty-79395110.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,24,/generic-bluetooth-speaker-music-playing-bulb-led-lamp-e27-screw-267907491.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,25,/gotv-decoder-1yr-wrty-black-29808301.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,26,/tv-guard-with-free-6-way-extension-amaze-mpg278077.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,27,/rashnik-tv-wall-mount-tv-stand-for-26-63-179310318.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,28,/mk-electric-fridge-guard-plus-free-4-way-extension-cable-63415684.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,29,/amaze-tv-guard-free-fridge-freezer-guard-surge-protector-148670540.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,30,/hikers-43-inch-frameless-android-smart-fhd-led-tv-black-130121825.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,31,/vitron-htc3200s32-inch-frameless-smart-android-tv-inbuilt-wifi-inbuilt-decoderbluetooth-enabled-1-year-warrantyfree-tv-guardextension-35001241.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,32,/vitron-htc3218f-32-hd-frameless-led-digital-tv-1yr-wrty.-black-160707140.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,33,/skyworth-43g6500g-43-4k-uhd-google-tv-2025-black-1yr-wrty-306265747.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,34,/14-43-wall-bracket-free-4-way-extension-generic-mpg1697642.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,35,/vitron-htc4388fs43-inch-frameless-smart-android-tvblueotooth-enabled-netflix-youtube-app-store-inbuilt-decoderfree-gifts-1yr-wrty-266793928.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,36,/em-fridgefreezer-guard-undervoltagesurge-protection-318225629.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,37,/hisense-43-incha4-smart-tvframelessdolby-audionetflixbrackettv-power-guard-228439782.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,38,/ailyons-elp2403k-2.1ch-subwoofer-home-theatrer-multi-media-speaker-system-1yr-wrty-156070364.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,39,/digital-tv-ariel-free-cablefree-connector-generic-mpg419957.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,40,/amtec-am-308-3.1ch-x-bass-multimedia-home-theater-system-12000w-pmpo-315518763.html,2,success,https://www.jumia.co.ke/electronics?page=2,,,,data
,,1,/generic-6in1-ring-light-10-inch-2.1m-tripod-stand-for-tiktok-youtube-giftmicremote-159690042.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,2,/vitron-soundbar-system-6000w-pmpo-306184171.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,3,/generic-mexico-modern-wooden-tv-stand-for-up-to-55-tv-111799322.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,4,/generic-powerful-digital-tv-ariel-aerial-digital-tv-antenna-10mtr-cable-293838197.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,5,/htc3200s32-inch-frameless-smart-android-tv-inbuilt-decoder-netflix-appstore-vitron-mpg1987078.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,6,/skyworth-32e3500g-32-inches-full-hd-frameless-smart-google-tv-black-1yr-wrty-306827710.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,7,/p47-wireless-bluetooth-headphones-foldable-268329829.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,8,/tcl-43v6c-43-inch-smart-4k-hdr-google-tv-316279700.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,9,/tcl-32s5400-s-series-32-fhdhd-hdr-smart-tv-black-161668620.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,10,/amtec-am-307-3.1ch-x-bass-multimedia-home-theater-system-12000w-pmpo-315518762.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,11,/3.1ch-10000watts-bluetooth-sub-woofer-systemacdc-fmbtusb-vitron-mpg1532353.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,12,/amtec-am-731-3.1ch-sub-woofer-bluetooth-system-fmusbsd-20000w-1yr-wrty-122727523.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,13,/generic-mexico-modern-wooden-tv-stand-for-up-to-55-tv-116114658.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,14,/amtec-am-315-3.1-bluetooth-sub-woofer-10000watts-1yr-wrty-55192227.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,15,/em-tv-guarddvd-guard-13a-318225489.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,16,/generic-dual-lens-wifi-camera-outdoorindoor-with-bidirectional-voice-intelligent-alarm-smart-surveillance-motion-and-human-detection-camera-bulb-258663638.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,17,/amtec-am-107-subwoofer-amtecsystem-2.1ch-8000wts-btfm-1yr-wrty-63240674.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,18,/p47-bluetooth-5.0-headphone-wireless-earphone-blue.-168275065.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,19,/generic-p9-wireless-bluetooth-headphones-earpods-noise-cancelling-mic-pods-over-ear-sports-gaming-headset-silver.-304072623.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,20,/ctc-32-inch-smart-android-11-tvbluetoothenabledinbuilt-decoderyoutubefree-wall-bracket-286147533.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,21,/generic-rotating-32-55-tilt-swivel-wall-mount-brackets-43656438.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,22,/generic-14-43-wall-mount-bracketfreetv-guardextension-49849643.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,23,/acdc-super-sound-system-10000w-pmpo-vitron-mpg1890048.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,24,/mk-fridge-guard-free-4-way-extension-305293939.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,25,/hisense-43-inch-smart-fhd-framelesssmart-digital-led-televisionbracketguard-169353022.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,26,/wireless-bt-real-sound-system-20000w-pmpo-amtec-mpg1701799.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,27,/generic-stylish-modern-wooden-tv-stand-200287199.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,28,/tcl-55-inchframelessbluetoothsmart-uhd-4k-with-hdr-google-tv360-brackettv-guard-267012357.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,29,/43-inch-fhd-frameless-smart-android-tv-inbuilt-decoderfree-bracketextension-vitron-mpg1987077.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,30,/dstv-full-kit-208715906.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,31,/generic-wireless-bluetooth-speaker-dual-speaker-mini-stereo-299807450.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,32,/globalstar-40uk64-40inch-smart-android-tv-netflix-youtube-black-291804653.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,33,/generic-computer-bluetooth-speakers-hifi-boomboxes-for-laptoptv-241390695.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,34,/skilltech-23-to-65-tilting-wall-mount-bracket-64516371.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,35,/sonar-free-to-air-1080p-full-hd-digital-set-box-decoder-no-monthly-subscriptions-152191747.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,36,/24-inches-digital-tv-with-clear-view-amtec-mpg1761436.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,37,/generic-hdmi-cable-5-meters-high-speed-4k-ultra-hd-hdmi-2.0-cable-306868240.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,38,/led-music-bulb-with-bluetooth-music-player-generic-mpg749007.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,39,/generic-2-in-1-wireless-lavalier-microphone-portable-video-recording-mic-for-phone-live-299807917.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,40,/mk-tv-and-fridge-guard-free-5-way-extension-287907790.html,3,success,https://www.jumia.co.ke/electronics?page=3,,,,data
,,1,/p47-wireless-bluetooth-headphones-adjustable-and-comfortable-270973654.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,2,/tcl-55v6c-55inch-smart-4k-hdr-google-tv-316279701.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,3,/gotv-decoder-grid-antenna-1yr-wrty-black-59756662.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,4,/generic-wifi-wireless-cameras-720p-hd-360-security-camera-outdoor-312602466.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,5,/digital-tv-aerial-phelistar-mpg256058.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,6,/vitron-5000w-sub-woofer-sound-system.-239972633.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,7,/solarmax-24-inches-acdc-led-digital-tv-free-to-air-channels-usbhdmi-288475056.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,8,/vitron-htc3200s-bluetooth-enabled-32-inch-television-smart-android-tv-with-inbuilt-decoder1-year-warranty-free-tv-guardbracket-47121380.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,9,/ctc-22-inch-acdc-led-digital-tv-with-inbuilt-decorder-1yr-wrty-38466901.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,10,/5-way-power-extension-cable-white-power-king-mpg5706393.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,11,/generic-f9-smart-wireless-earphones-superior-bluetooth-sound-with-fingerprint-touch-pod-for-call-receiving-cap-watch-293905543.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,12,/generic-rio-modern-wooden-tv-stand-5ft-214034752.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,13,/generic-12-inch-ring-light-with-2m-tripod-stand-64176035.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,14,/power-king-home-best-4-way-power-extension-with-long-cable-free-neckband-bluetooth-earphones-watch-292949936.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,15,/aec-smart-wireless-bluetooth-headset-with-microphone-256461587.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,16,/handboss-universal-foam-cleaning-agent-306421629.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,17,/fridge-guard-free-4-way-power-king-extension-power-king-mpg382316.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,18,/power-king-2pcs-6-way-power-extension-socket-3m-cable-35289498.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,19,/von-vsw0202bek-subwoofer-20w-bluetooth-2.1ch-308622553.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,20,/m-k-r-bluetooth-speakeroutdoorwirelessportable-speakerdual-pairingloud-stereobooming-bass-165823364.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,21,/phelistar-outdoor-digital-tv-aerial-antenna-3-free-gifts-68186715.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,22,/power-king-top-quality-3m-4-way-power-extension-cable-110914102.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,23,/generic-hidden-surveillance-camera-4k-wifi-wireless-plug-in-card-259520800.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,24,/amtec-2.1-ch-multimedia-speaker-system-btfmusb-20000w-270405137.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,25,/samsung-universal-remote-control-for-smart-tv-.-306204736.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,26,/14-43-inch-tv-wall-mounting-bracket-generic-mpg5271354.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,27,/generic-360-1080p-ip-e27-light-bulb-camera-wi-fi-ir-night-smart-home-wireless-security-187438396.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,28,/vitron-htc4388fs-43inch-frameless-smart-android-tv-inbuilt-decoderbluetooth-enabled-netflixyoutube-1-year-warranty-free-extension-tv-guard-1yr-wrty-262851717.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,29,/home-design-14-55-rotating-and-tilt-wall-bracket-68564523.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,30,/skilltech-14222432394042-43-inch-tv-wall-mounting-bracket-electronic-tv-guard-4way-power-extension-306977464.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,31,/vitron-htc3200s-32-inch-smart-android-11.0-tv-bluetooth-enabled-television-netflixyoutube-app-store-inbuilt-wifi-inbuilt-sound-bar-inbuilt-decoder-1-yr-warantyfree-tv-guard-wall-bracket-262162019.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,32,/generic-tv-guard-or-fridge-guard-13amps-121290359.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
,,33,/skyworth-ss531-3.1ch-510w-dolby-audio-soundbar-with-wireless-subwoofer1yr-wrty-306378654.html,4,success,https://www.jumia.co.ke/electronics?page=4,,,,data
